Day,Time,Condition,Envir,Reading,PID,
T1,19:30:00,View,RH,22.6,WR1,
T1,19:45:00,View,RH,22.4,WR1,
T1,20:00:00,View,RH,22.2,WR1,
T1,20:15:00,View,RH,22,WR1,
T1,20:30:00,View,RH,21.9,WR1,
T1,20:45:00,View,RH,21.5,WR1,
T1,21:00:00,View,RH,21.3,WR1,
T1,21:15:00,View,RH,21,WR1,
T1,21:30:00,View,RH,21.2,WR1,
T1,21:45:00,View,RH,21.4,WR1,
T1,22:00:00,View,RH,21.8,WR1,
T1,22:15:00,View,RH,22.1,WR1,
T1,22:30:00,View,RH,22.7,WR1,
T1,22:45:00,View,RH,23.1,WR1,
T1,23:00:00,View,RH,23.7,WR1,
T1,23:15:00,View,RH,24.3,WR1,
T1,23:30:00,View,RH,24.6,WR1,
T1,23:45:00,View,RH,24.6,WR1,
T2,0:00:00,View,RH,28.6,WR1,
T2,0:15:00,View,RH,31.6,WR1,
T2,0:30:00,View,RH,27.2,WR1,
T2,0:45:00,View,RH,26.2,WR1,
T2,1:00:00,View,RH,27.1,WR1,
T2,1:15:00,View,RH,28.7,WR1,
T2,1:30:00,View,RH,27.3,WR1,
T2,1:45:00,View,RH,27.5,WR1,
T2,2:00:00,View,RH,28.8,WR1,
T2,2:15:00,View,RH,28,WR1,
T2,2:30:00,View,RH,27.3,WR1,
T2,2:45:00,View,RH,28.2,WR1,
T2,3:00:00,View,RH,29.3,WR1,
T2,3:15:00,View,RH,29.2,WR1,
T2,3:30:00,View,RH,28.3,WR1,
T2,3:45:00,View,RH,27.7,WR1,
T2,4:00:00,View,RH,27.7,WR1,
T2,4:15:00,View,RH,27.6,WR1,
T2,4:30:00,View,RH,27.5,WR1,
T2,4:45:00,View,RH,27.3,WR1,
T2,5:00:00,View,RH,27.1,WR1,
T2,5:15:00,View,RH,27.1,WR1,
T2,5:30:00,View,RH,27.2,WR1,
T2,5:45:00,View,RH,27,WR1,
T2,6:00:00,View,RH,26.9,WR1,
T2,6:15:00,View,RH,26.8,WR1,
T2,6:30:00,View,RH,26.9,WR1,
T2,6:45:00,View,RH,27,WR1,
T2,7:00:00,View,RH,27.7,WR1,
T2,7:15:00,View,RH,27,WR1,
T2,7:30:00,View,RH,27,WR1,
T2,7:45:00,View,RH,26.9,WR1,
T2,8:00:00,View,RH,26.8,WR1,
T2,8:15:00,View,RH,26.5,WR1,
T2,8:30:00,View,RH,26.7,WR1,
T2,8:45:00,View,RH,26.9,WR1,
T2,9:00:00,View,RH,26.9,WR1,
T2,9:15:00,View,RH,26.5,WR1,
T2,9:30:00,View,RH,26.1,WR1,
T2,9:45:00,View,RH,26,WR1,
T2,10:00:00,View,RH,26.4,WR1,
T2,10:15:00,View,RH,26.6,WR1,
T2,10:30:00,View,RH,27.8,WR1,
T2,10:45:00,View,RH,27.7,WR1,
T2,11:00:00,View,RH,26.8,WR1,
T2,11:15:00,View,RH,26.3,WR1,
T2,11:30:00,View,RH,25.5,WR1,
T2,11:45:00,View,RH,25.5,WR1,
T2,12:00:00,View,RH,25.7,WR1,
T2,12:15:00,View,RH,25.7,WR1,
T2,12:30:00,View,RH,25.5,WR1,
T2,12:45:00,View,RH,25.1,WR1,
T2,13:00:00,View,RH,24.6,WR1,
T2,13:15:00,View,RH,24.2,WR1,
T2,13:30:00,View,RH,23.8,WR1,
T2,13:45:00,View,RH,24.7,WR1,
T2,14:00:00,View,RH,26.1,WR1,
T2,14:15:00,View,RH,25.7,WR1,
T2,14:30:00,View,RH,25.5,WR1,
T2,14:45:00,View,RH,24.8,WR1,
T2,15:00:00,View,RH,24.3,WR1,
T2,15:15:00,View,RH,24.2,WR1,
T2,15:30:00,View,RH,24.2,WR1,
T2,15:45:00,View,RH,24.2,WR1,
T2,16:00:00,View,RH,23.9,WR1,
T2,16:15:00,View,RH,23.9,WR1,
T2,16:30:00,View,RH,23.8,WR1,
T2,16:45:00,View,RH,23.5,WR1,
T2,17:00:00,View,RH,23.7,WR1,
T2,17:15:00,View,RH,24.1,WR1,
T2,17:30:00,View,RH,24.3,WR1,
T2,17:45:00,View,RH,24.6,WR1,
T2,18:00:00,View,RH,24.8,WR1,
T2,18:15:00,View,RH,24.9,WR1,
T2,18:30:00,View,RH,25.1,WR1,
T2,18:45:00,View,RH,25.2,WR1,
T2,19:00:00,View,RH,25.1,WR1,
T2,19:15:00,View,RH,25.1,WR1,
T2,19:30:00,View,RH,25,WR1,
T2,19:45:00,View,RH,24.8,WR1,
T2,20:00:00,View,RH,24.7,WR1,
T2,20:15:00,View,RH,24.5,WR1,
T2,20:30:00,View,RH,23.7,WR1,
T2,20:45:00,View,RH,23.3,WR1,
T2,21:00:00,View,RH,23,WR1,
T2,21:15:00,View,RH,22.9,WR1,
T2,21:30:00,View,RH,22.7,WR1,
T2,21:45:00,View,RH,22.4,WR1,
T2,22:00:00,View,RH,22.3,WR1,
T2,22:15:00,View,RH,22.4,WR1,
T2,22:30:00,View,RH,22.7,WR1,
T2,22:45:00,View,RH,22.8,WR1,
T2,23:00:00,View,RH,23.9,WR1,
T2,23:15:00,View,RH,25.1,WR1,
T2,23:30:00,View,RH,26,WR1,
T2,23:45:00,View,RH,27,WR1,
T3,0:00:00,View,RH,27.6,WR1,
T3,0:15:00,View,RH,28,WR1,
T3,0:30:00,View,RH,28.5,WR1,
T3,0:45:00,View,RH,28.9,WR1,
T3,1:00:00,View,RH,29.3,WR1,
T3,1:15:00,View,RH,29.2,WR1,
T3,1:30:00,View,RH,29.2,WR1,
T3,1:45:00,View,RH,29.3,WR1,
T3,2:00:00,View,RH,29.4,WR1,
T3,2:15:00,View,RH,29.3,WR1,
T3,2:30:00,View,RH,29.1,WR1,
T3,2:45:00,View,RH,29.2,WR1,
T3,3:00:00,View,RH,29.7,WR1,
T3,3:15:00,View,RH,30,WR1,
T3,3:30:00,View,RH,30.2,WR1,
T3,3:45:00,View,RH,29.8,WR1,
T3,4:00:00,View,RH,29.3,WR1,
T3,4:15:00,View,RH,29.1,WR1,
T3,4:30:00,View,RH,29.5,WR1,
T3,4:45:00,View,RH,29.9,WR1,
T3,5:00:00,View,RH,30.1,WR1,
T3,5:15:00,View,RH,30.2,WR1,
T3,5:30:00,View,RH,29.4,WR1,
T3,5:45:00,View,RH,28.9,WR1,
T3,6:00:00,View,RH,28.7,WR1,
T3,6:15:00,View,RH,29,WR1,
T3,6:30:00,View,RH,29,WR1,
T3,6:45:00,View,RH,29.1,WR1,
T3,7:00:00,View,RH,29.1,WR1,
T3,7:15:00,View,RH,29.1,WR1,
T3,7:30:00,View,RH,28.9,WR1,
T3,7:45:00,View,RH,28.7,WR1,
T3,8:00:00,View,RH,28.9,WR1,
T3,8:15:00,View,RH,29.3,WR1,
T3,8:30:00,View,RH,29.8,WR1,
T3,8:45:00,View,RH,29.8,WR1,
T3,9:00:00,View,RH,30,WR1,
T3,9:15:00,View,RH,30.1,WR1,
T3,9:30:00,View,RH,30,WR1,
T3,9:45:00,View,RH,30.3,WR1,
T3,10:00:00,View,RH,30.2,WR1,
T3,10:15:00,View,RH,30.2,WR1,
T3,10:30:00,View,RH,30.5,WR1,
T3,10:45:00,View,RH,30.7,WR1,
T3,11:00:00,View,RH,30.6,WR1,
T3,11:15:00,View,RH,30.7,WR1,
T3,11:30:00,View,RH,30.7,WR1,
T3,11:45:00,View,RH,33.4,WR1,
T3,12:00:00,View,RH,31.6,WR1,
T3,12:15:00,View,RH,31.7,WR1,
T3,12:30:00,View,RH,32.4,WR1,
T3,12:45:00,View,RH,32.9,WR1,
T3,13:00:00,View,RH,33,WR1,
T3,13:15:00,View,RH,33,WR1,
T3,13:30:00,View,RH,33.5,WR1,
T3,13:45:00,View,RH,34.2,WR1,
T3,14:00:00,View,RH,34.9,WR1,
T3,14:15:00,View,RH,35.2,WR1,
T3,14:30:00,View,RH,35.2,WR1,
T3,14:45:00,View,RH,35.7,WR1,
T3,15:00:00,View,RH,37.9,WR1,
T3,15:15:00,View,RH,37.2,WR1,
T3,15:30:00,View,RH,36.8,WR1,
T3,15:45:00,View,RH,36.5,WR1,
T3,16:00:00,View,RH,36.3,WR1,
T3,16:15:00,View,RH,36.8,WR1,
T3,16:30:00,View,RH,37.6,WR1,
T3,16:45:00,View,RH,38.4,WR1,
T3,17:00:00,View,RH,39.4,WR1,
T3,17:15:00,View,RH,40,WR1,
T3,17:30:00,View,RH,40.1,WR1,
T3,17:45:00,View,RH,40.9,WR1,
T3,18:00:00,View,RH,42.4,WR1,
T3,18:15:00,View,RH,44.5,WR1,
T3,18:30:00,View,RH,45.4,WR1,
T3,18:45:00,View,RH,45.7,WR1,
T3,19:00:00,View,RH,45.7,WR1,
T3,19:15:00,View,RH,46.1,WR1,
T3,19:30:00,View,RH,46.4,WR1,
T3,19:45:00,View,RH,46.5,WR1,
T3,20:00:00,View,RH,46.5,WR1,
T3,20:15:00,View,RH,46.2,WR1,
T3,20:30:00,View,RH,44.9,WR1,
T3,20:45:00,View,RH,43.7,WR1,
T3,21:00:00,View,RH,42.5,WR1,
T3,21:15:00,View,RH,41.6,WR1,
T3,21:30:00,View,RH,40.8,WR1,
T3,21:45:00,View,RH,41,WR1,
T3,22:00:00,View,RH,41.2,WR1,
T3,22:15:00,View,RH,41,WR1,
T3,22:30:00,View,RH,40.7,WR1,
T3,22:45:00,View,RH,40.3,WR1,
T3,23:00:00,View,RH,38.5,WR1,
T3,23:15:00,View,RH,37.4,WR1,
T3,23:30:00,View,RH,36.5,WR1,
T3,23:45:00,View,RH,35.1,WR1,
T0,7:30:00,View,RH,25.6,WR3,
T0,7:45:00,View,RH,21.7,WR3,
T0,8:00:00,View,RH,21.3,WR3,
T0,8:15:00,View,RH,21.8,WR3,
T0,8:30:00,View,RH,21.8,WR3,
T0,8:45:00,View,RH,21.6,WR3,
T0,9:00:00,View,RH,21.6,WR3,
T0,9:15:00,View,RH,20.1,WR3,
T0,9:30:00,View,RH,20.5,WR3,
T0,9:45:00,View,RH,17.3,WR3,
T0,10:00:00,View,RH,22.1,WR3,
T0,10:15:00,View,RH,16.4,WR3,
T0,10:30:00,View,RH,19.2,WR3,
T0,10:45:00,View,RH,16.9,WR3,
T0,11:00:00,View,RH,18.7,WR3,
T0,11:15:00,View,RH,17.3,WR3,
T0,11:30:00,View,RH,15.9,WR3,
T0,11:45:00,View,RH,14,WR3,
T0,12:00:00,View,RH,13.7,WR3,
T0,12:15:00,View,RH,13.7,WR3,
T0,12:30:00,View,RH,14.3,WR3,
T0,12:45:00,View,RH,14.2,WR3,
T0,13:00:00,View,RH,14.1,WR3,
T0,13:15:00,View,RH,13.9,WR3,
T0,13:30:00,View,RH,13.7,WR3,
T0,13:45:00,View,RH,14.2,WR3,
T0,14:00:00,View,RH,14.2,WR3,
T0,14:15:00,View,RH,14.4,WR3,
T0,14:30:00,View,RH,14.6,WR3,
T0,14:45:00,View,RH,15,WR3,
T0,15:00:00,View,RH,15.8,WR3,
T0,15:15:00,View,RH,15.5,WR3,
T0,15:30:00,View,RH,15.9,WR3,
T0,15:45:00,View,RH,15.9,WR3,
T0,16:00:00,View,RH,16.1,WR3,
T0,16:15:00,View,RH,16,WR3,
T0,16:30:00,View,RH,16,WR3,
T0,16:45:00,View,RH,15.6,WR3,
T0,17:00:00,View,RH,15.5,WR3,
T0,17:15:00,View,RH,15.6,WR3,
T0,17:30:00,View,RH,15.5,WR3,
T0,17:45:00,View,RH,15.6,WR3,
T0,18:00:00,View,RH,15.5,WR3,
T0,18:15:00,View,RH,15.8,WR3,
T0,18:30:00,View,RH,15.6,WR3,
T0,18:45:00,View,RH,16.2,WR3,
T0,19:00:00,View,RH,16.5,WR3,
T0,19:15:00,View,RH,15.1,WR3,
T0,19:30:00,View,RH,14.6,WR3,
T0,19:45:00,View,RH,14.7,WR3,
T0,20:00:00,View,RH,14.2,WR3,
T0,20:15:00,View,RH,14.2,WR3,
T0,20:30:00,View,RH,13.8,WR3,
T0,20:45:00,View,RH,14.2,WR3,
T0,21:00:00,View,RH,14.7,WR3,
T0,21:15:00,View,RH,14.2,WR3,
T0,21:30:00,View,RH,14.3,WR3,
T0,21:45:00,View,RH,14.2,WR3,
T0,22:00:00,View,RH,14.8,WR3,
T0,22:15:00,View,RH,14.9,WR3,
T0,22:30:00,View,RH,15.2,WR3,
T0,22:45:00,View,RH,16.5,WR3,
T0,23:00:00,View,RH,17.8,WR3,
T0,23:15:00,View,RH,19.1,WR3,
T0,23:30:00,View,RH,19.5,WR3,
T0,23:45:00,View,RH,19.2,WR3,
T1,0:00:00,View,RH,20,WR3,
T1,0:15:00,View,RH,19.6,WR3,
T1,0:30:00,View,RH,20.3,WR3,
T1,0:45:00,View,RH,20.4,WR3,
T1,1:00:00,View,RH,20,WR3,
T1,1:15:00,View,RH,20.5,WR3,
T1,1:30:00,View,RH,21.2,WR3,
T1,1:45:00,View,RH,21.5,WR3,
T1,2:00:00,View,RH,21.8,WR3,
T1,2:15:00,View,RH,22.2,WR3,
T1,2:30:00,View,RH,25.1,WR3,
T1,2:45:00,View,RH,28.7,WR3,
T1,3:00:00,View,RH,29,WR3,
T1,3:15:00,View,RH,29,WR3,
T1,3:30:00,View,RH,30.3,WR3,
T1,3:45:00,View,RH,30.6,WR3,
T1,4:00:00,View,RH,31.2,WR3,
T1,4:15:00,View,RH,32.4,WR3,
T1,4:30:00,View,RH,32.1,WR3,
T1,4:45:00,View,RH,31.9,WR3,
T1,5:00:00,View,RH,31.9,WR3,
T1,5:15:00,View,RH,32.4,WR3,
T1,5:30:00,View,RH,33.9,WR3,
T1,5:45:00,View,RH,34.4,WR3,
T1,6:00:00,View,RH,34.3,WR3,
T1,6:15:00,View,RH,34.5,WR3,
T1,6:30:00,View,RH,34.4,WR3,
T1,6:45:00,View,RH,34.3,WR3,
T1,7:00:00,View,RH,34.2,WR3,
T1,7:15:00,View,RH,34,WR3,
T1,7:30:00,View,RH,34.7,WR3,
T1,7:45:00,View,RH,35.5,WR3,
T1,8:00:00,View,RH,34.8,WR3,
T1,8:15:00,View,RH,34.7,WR3,
T1,8:30:00,View,RH,35.3,WR3,
T1,8:45:00,View,RH,35.3,WR3,
T1,9:00:00,View,RH,36.9,WR3,
T1,9:15:00,View,RH,36.7,WR3,
T1,9:30:00,View,RH,37.5,WR3,
T1,9:45:00,View,RH,37.4,WR3,
T1,10:00:00,View,RH,37.5,WR3,
T1,10:15:00,View,RH,37.9,WR3,
T1,10:30:00,View,RH,37,WR3,
T1,10:45:00,View,RH,37.3,WR3,
T1,11:00:00,View,RH,37.2,WR3,
T1,11:15:00,View,RH,37.4,WR3,
T1,11:30:00,View,RH,38.2,WR3,
T1,11:45:00,View,RH,38.1,WR3,
T1,12:00:00,View,RH,38.3,WR3,
T1,12:15:00,View,RH,38.6,WR3,
T1,12:30:00,View,RH,38.9,WR3,
T1,12:45:00,View,RH,39,WR3,
T1,13:00:00,View,RH,39.3,WR3,
T1,13:15:00,View,RH,39.6,WR3,
T1,13:30:00,View,RH,39.5,WR3,
T1,13:45:00,View,RH,38.9,WR3,
T1,14:00:00,View,RH,39.3,WR3,
T1,14:15:00,View,RH,39.2,WR3,
T1,14:30:00,View,RH,40.4,WR3,
T1,14:45:00,View,RH,41.8,WR3,
T1,15:00:00,View,RH,42.5,WR3,
T1,15:15:00,View,RH,45.2,WR3,
T1,15:30:00,View,RH,45.8,WR3,
T1,15:45:00,View,RH,45.9,WR3,
T1,16:00:00,View,RH,46.7,WR3,
T1,16:15:00,View,RH,45.8,WR3,
T1,16:30:00,View,RH,46,WR3,
T1,16:45:00,View,RH,46,WR3,
T1,17:00:00,View,RH,46.8,WR3,
T1,17:15:00,View,RH,46.9,WR3,
T1,17:30:00,View,RH,45.8,WR3,
T1,17:45:00,View,RH,46.8,WR3,
T1,18:00:00,View,RH,44.5,WR3,
T1,18:15:00,View,RH,45.2,WR3,
T1,18:30:00,View,RH,44.8,WR3,
T1,18:45:00,View,RH,44.9,WR3,
T1,19:00:00,View,RH,45.6,WR3,
T1,19:15:00,View,RH,44.9,WR3,
T1,19:30:00,View,RH,44.5,WR3,
T1,19:45:00,View,RH,43.5,WR3,
T1,20:00:00,View,RH,43.4,WR3,
T1,20:15:00,View,RH,43.4,WR3,
T1,20:30:00,View,RH,43.6,WR3,
T1,20:45:00,View,RH,43.6,WR3,
T1,21:00:00,View,RH,43.5,WR3,
T1,21:15:00,View,RH,43.7,WR3,
T1,21:30:00,View,RH,43.8,WR3,
T1,21:45:00,View,RH,43.9,WR3,
T1,22:00:00,View,RH,43.8,WR3,
T1,22:15:00,View,RH,43.5,WR3,
T1,22:30:00,View,RH,43.4,WR3,
T1,22:45:00,View,RH,43,WR3,
T1,23:00:00,View,RH,42.5,WR3,
T1,23:15:00,View,RH,42.8,WR3,
T1,23:30:00,View,RH,42.4,WR3,
T1,23:45:00,View,RH,42.4,WR3,
T2,0:00:00,View,RH,42.8,WR3,
T2,0:15:00,View,RH,42.3,WR3,
T2,0:30:00,View,RH,42.9,WR3,
T2,0:45:00,View,RH,43.2,WR3,
T2,1:00:00,View,RH,42.7,WR3,
T2,1:15:00,View,RH,43.1,WR3,
T2,1:30:00,View,RH,42.6,WR3,
T2,1:45:00,View,RH,42.6,WR3,
T2,2:00:00,View,RH,43.1,WR3,
T2,2:15:00,View,RH,42.6,WR3,
T2,2:30:00,View,RH,42.8,WR3,
T2,2:45:00,View,RH,43.1,WR3,
T2,3:00:00,View,RH,42.5,WR3,
T2,3:15:00,View,RH,42.9,WR3,
T2,3:30:00,View,RH,43.1,WR3,
T2,3:45:00,View,RH,42.7,WR3,
T2,4:00:00,View,RH,43.2,WR3,
T2,4:15:00,View,RH,43.2,WR3,
T2,4:30:00,View,RH,43,WR3,
T2,4:45:00,View,RH,43.6,WR3,
T2,5:00:00,View,RH,43.4,WR3,
T2,5:15:00,View,RH,43.8,WR3,
T2,5:30:00,View,RH,43.5,WR3,
T2,5:45:00,View,RH,42.7,WR3,
T2,6:00:00,View,RH,43.4,WR3,
T2,6:15:00,View,RH,42.8,WR3,
T2,6:30:00,View,RH,42.6,WR3,
T2,6:45:00,View,RH,42.6,WR3,
T2,7:00:00,View,RH,42,WR3,
T2,7:15:00,View,RH,41.8,WR3,
T2,7:30:00,View,RH,42.1,WR3,
T2,7:45:00,View,RH,41.9,WR3,
T2,8:00:00,View,RH,41.7,WR3,
T2,8:15:00,View,RH,42.3,WR3,
T2,8:30:00,View,RH,41.7,WR3,
T2,8:45:00,View,RH,42.1,WR3,
T2,9:00:00,View,RH,42.1,WR3,
T2,9:15:00,View,RH,42,WR3,
T2,9:30:00,View,RH,41.6,WR3,
T2,9:45:00,View,RH,41.9,WR3,
T2,10:00:00,View,RH,41.9,WR3,
T2,10:15:00,View,RH,43,WR3,
T2,10:30:00,View,RH,42.2,WR3,
T2,10:45:00,View,RH,42.8,WR3,
T2,11:00:00,View,RH,42.4,WR3,
T2,11:15:00,View,RH,44.4,WR3,
T2,11:30:00,View,RH,43.8,WR3,
T2,11:45:00,View,RH,44.3,WR3,
T2,12:00:00,View,RH,44.1,WR3,
T2,12:15:00,View,RH,42.7,WR3,
T2,12:30:00,View,RH,42.8,WR3,
T2,12:45:00,View,RH,41.9,WR3,
T2,13:00:00,View,RH,42.3,WR3,
T2,13:15:00,View,RH,41.7,WR3,
T2,13:30:00,View,RH,42.2,WR3,
T2,13:45:00,View,RH,41.5,WR3,
T2,14:00:00,View,RH,42.3,WR3,
T2,14:15:00,View,RH,42.9,WR3,
T2,14:30:00,View,RH,41.6,WR3,
T2,14:45:00,View,RH,43.4,WR3,
T2,15:00:00,View,RH,43.6,WR3,
T2,15:15:00,View,RH,42.5,WR3,
T2,15:30:00,View,RH,42.8,WR3,
T2,15:45:00,View,RH,43.3,WR3,
T2,16:00:00,View,RH,43.8,WR3,
T2,16:15:00,View,RH,44,WR3,
T2,16:30:00,View,RH,45,WR3,
T2,16:45:00,View,RH,42.6,WR3,
T2,17:00:00,View,RH,43.8,WR3,
T2,17:15:00,View,RH,42.8,WR3,
T2,17:30:00,View,RH,42.8,WR3,
T2,17:45:00,View,RH,44.1,WR3,
T2,18:00:00,View,RH,43.7,WR3,
T2,18:15:00,View,RH,45.3,WR3,
T2,18:30:00,View,RH,45.8,WR3,
T2,18:45:00,View,RH,46.1,WR3,
T2,19:00:00,View,RH,47.4,WR3,
T2,19:15:00,View,RH,47.9,WR3,
T2,19:30:00,View,RH,48,WR3,
T2,19:45:00,View,RH,49.4,WR3,
T2,20:00:00,View,RH,48.6,WR3,
T2,20:15:00,View,RH,48.5,WR3,
T2,20:30:00,View,RH,48.9,WR3,
T2,20:45:00,View,RH,48.9,WR3,
T2,21:00:00,View,RH,49.2,WR3,
T2,21:15:00,View,RH,49,WR3,
T2,21:30:00,View,RH,49.1,WR3,
T2,21:45:00,View,RH,49.5,WR3,
T2,22:00:00,View,RH,48.9,WR3,
T2,22:15:00,View,RH,49,WR3,
T2,22:30:00,View,RH,47.9,WR3,
T2,22:45:00,View,RH,46.2,WR3,
T2,23:00:00,View,RH,45.8,WR3,
T2,23:15:00,View,RH,46.2,WR3,
T2,23:30:00,View,RH,46.5,WR3,
T2,23:45:00,View,RH,47.7,WR3,
T3,0:00:00,View,RH,47.7,WR3,
T3,0:15:00,View,RH,48.2,WR3,
T3,0:30:00,View,RH,47.3,WR3,
T3,0:45:00,View,RH,48,WR3,
T3,1:00:00,View,RH,48,WR3,
T3,1:15:00,View,RH,48,WR3,
T3,1:30:00,View,RH,48.8,WR3,
T3,1:45:00,View,RH,48.5,WR3,
T3,2:00:00,View,RH,48.1,WR3,
T3,2:15:00,View,RH,48.7,WR3,
T3,2:30:00,View,RH,48.1,WR3,
T3,2:45:00,View,RH,47.5,WR3,
T3,3:00:00,View,RH,47.9,WR3,
T3,3:15:00,View,RH,47.2,WR3,
T3,3:30:00,View,RH,46.5,WR3,
T3,3:45:00,View,RH,46.7,WR3,
T3,4:00:00,View,RH,46.1,WR3,
T3,4:15:00,View,RH,46.6,WR3,
T3,4:30:00,View,RH,46.7,WR3,
T3,4:45:00,View,RH,46.4,WR3,
T3,5:00:00,View,RH,47,WR3,
T3,5:15:00,View,RH,47.6,WR3,
T3,5:30:00,View,RH,47.8,WR3,
T3,5:45:00,View,RH,48.4,WR3,
T3,6:00:00,View,RH,47.9,WR3,
T3,6:15:00,View,RH,47.1,WR3,
T3,6:30:00,View,RH,46.9,WR3,
T3,6:45:00,View,RH,45.6,WR3,
T3,7:00:00,View,RH,45.1,WR3,
T3,7:15:00,View,RH,44,WR3,
T3,7:30:00,View,RH,43.4,WR3,
T3,7:45:00,View,RH,45.3,WR3,
T3,8:00:00,View,RH,43.2,WR3,
T3,8:15:00,View,RH,42.1,WR3,
T3,8:30:00,View,RH,42.1,WR3,
T3,8:45:00,View,RH,41.2,WR3,
T3,9:00:00,View,RH,39.8,WR3,
T3,9:15:00,View,RH,40.3,WR3,
T3,9:30:00,View,RH,39.2,WR3,
T3,9:45:00,View,RH,39.1,WR3,
T3,10:00:00,View,RH,38,WR3,
T3,10:15:00,View,RH,37.2,WR3,
T3,10:30:00,View,RH,38.4,WR3,
T3,10:45:00,View,RH,39.7,WR3,
T3,11:00:00,View,RH,39.8,WR3,
T3,11:15:00,View,RH,37.6,WR3,
T3,11:30:00,View,RH,35.7,WR3,
T3,11:45:00,View,RH,35.8,WR3,
T3,12:00:00,View,RH,36.3,WR3,
T3,12:15:00,View,RH,36.4,WR3,
T3,12:30:00,View,RH,35.4,WR3,
T3,12:45:00,View,RH,35.2,WR3,
T3,13:00:00,View,RH,34.8,WR3,
T3,13:15:00,View,RH,34.8,WR3,
T3,13:30:00,View,RH,34.7,WR3,
T3,13:45:00,View,RH,35,WR3,
T3,14:00:00,View,RH,35.2,WR3,
T3,14:15:00,View,RH,36.2,WR3,
T3,14:30:00,View,RH,37.7,WR3,
T3,14:45:00,View,RH,38,WR3,
T3,15:00:00,View,RH,37.5,WR3,
T3,15:15:00,View,RH,37.9,WR3,
T3,15:30:00,View,RH,37.7,WR3,
T3,15:45:00,View,RH,37.6,WR3,
T3,16:00:00,View,RH,37.4,WR3,
T3,16:15:00,View,RH,36.7,WR3,
T3,16:30:00,View,RH,36.4,WR3,
T3,16:45:00,View,RH,36.4,WR3,
T3,17:00:00,View,RH,37,WR3,
T3,17:15:00,View,RH,37.4,WR3,
T3,17:30:00,View,RH,38.2,WR3,
T3,17:45:00,View,RH,39.2,WR3,
T3,18:00:00,View,RH,36.5,WR3,
T3,18:15:00,View,RH,34.2,WR3,
T3,18:30:00,View,RH,33.6,WR3,
T3,18:45:00,View,RH,31.2,WR3,
T3,19:00:00,View,RH,31,WR3,
T3,19:15:00,View,RH,29.5,WR3,
T3,19:30:00,View,RH,29.3,WR3,
T3,19:45:00,View,RH,28.8,WR3,
T3,20:00:00,View,RH,28,WR3,
T3,20:15:00,View,RH,28.3,WR3,
T3,20:30:00,View,RH,27.3,WR3,
T3,20:45:00,View,RH,27.5,WR3,
T3,21:00:00,View,RH,26.7,WR3,
T3,21:15:00,View,RH,26.8,WR3,
T3,21:30:00,View,RH,26.5,WR3,
T3,21:45:00,View,RH,26.4,WR3,
T3,22:00:00,View,RH,26.7,WR3,
T3,22:15:00,View,RH,26.3,WR3,
T3,22:30:00,View,RH,26.6,WR3,
T3,22:45:00,View,RH,26,WR3,
T3,23:00:00,View,RH,26.1,WR3,
T3,23:15:00,View,RH,26,WR3,
T3,23:30:00,View,RH,26,WR3,
T3,23:45:00,View,RH,26.1,WR3,
T0,7:30:00,View,RH,30,WR4,
T0,7:45:00,View,RH,24.4,WR4,
T0,8:00:00,View,RH,21.9,WR4,
T0,8:15:00,View,RH,20.5,WR4,
T0,8:30:00,View,RH,19.7,WR4,
T0,8:45:00,View,RH,19.5,WR4,
T0,9:00:00,View,RH,20.2,WR4,
T0,9:15:00,View,RH,21.1,WR4,
T0,9:30:00,View,RH,21.8,WR4,
T0,9:45:00,View,RH,22.6,WR4,
T0,10:00:00,View,RH,23.3,WR4,
T0,10:15:00,View,RH,23.7,WR4,
T0,10:30:00,View,RH,23.3,WR4,
T0,10:45:00,View,RH,22.1,WR4,
T0,11:00:00,View,RH,21.7,WR4,
T0,11:15:00,View,RH,23.3,WR4,
T0,11:30:00,View,RH,25.6,WR4,
T0,11:45:00,View,RH,26,WR4,
T0,12:00:00,View,RH,25.1,WR4,
T0,12:15:00,View,RH,23.9,WR4,
T0,12:30:00,View,RH,23.2,WR4,
T0,12:45:00,View,RH,23.1,WR4,
T0,13:00:00,View,RH,23.7,WR4,
T0,13:15:00,View,RH,24,WR4,
T0,13:30:00,View,RH,23.8,WR4,
T0,13:45:00,View,RH,24.2,WR4,
T0,14:00:00,View,RH,24.6,WR4,
T0,14:15:00,View,RH,25,WR4,
T0,14:30:00,View,RH,25.5,WR4,
T0,14:45:00,View,RH,25.6,WR4,
T0,15:00:00,View,RH,26.1,WR4,
T0,15:15:00,View,RH,27,WR4,
T0,15:30:00,View,RH,26.8,WR4,
T0,15:45:00,View,RH,27.1,WR4,
T0,16:00:00,View,RH,27.2,WR4,
T0,16:15:00,View,RH,27.2,WR4,
T0,16:30:00,View,RH,27.2,WR4,
T0,16:45:00,View,RH,27.2,WR4,
T0,17:00:00,View,RH,28.2,WR4,
T0,17:15:00,View,RH,27.6,WR4,
T0,17:30:00,View,RH,27.5,WR4,
T0,17:45:00,View,RH,28.1,WR4,
T0,18:00:00,View,RH,29.1,WR4,
T0,18:15:00,View,RH,28.6,WR4,
T0,18:30:00,View,RH,28.6,WR4,
T0,18:45:00,View,RH,29,WR4,
T0,19:00:00,View,RH,29.2,WR4,
T0,19:15:00,View,RH,29.4,WR4,
T0,19:30:00,View,RH,29.6,WR4,
